display_name,name,date,year,month,value_interval,fund_name,row_values,kpis
CSM Partners,Cost of Goods Sold,2013-09-01,2013,9,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2013-09-01,2013,9,Month,Up and Coming Fund I,-15.350765845815351,QoQ
CSM Partners,Cost of Goods Sold,2013-09-01,2013,9,Month,Up and Coming Fund I,-3.8173076923076921,HYoHY
CSM Partners,Cost of Goods Sold,2013-09-01,2013,9,Month,Up and Coming Fund I,-5.9547008547008549,YoY
CSM Partners,Cost of Goods Sold,2010-07-01,2010,7,Month,Up and Coming Fund I,-26.132848683514865,MoM
CSM Partners,Cost of Goods Sold,2010-07-01,2010,7,Month,Up and Coming Fund I,-26.132848683514865,QoQ
CSM Partners,Cost of Goods Sold,2010-07-01,2010,7,Month,Up and Coming Fund I,-35.363252371038641,HYoHY
CSM Partners,Cost of Goods Sold,2012-01-01,2012,1,Month,Up and Coming Fund I,-3.1836734103214583,MoM
CSM Partners,Cost of Goods Sold,2012-01-01,2012,1,Month,Up and Coming Fund I,-3.1836734103214583,QoQ
CSM Partners,Cost of Goods Sold,2012-01-01,2012,1,Month,Up and Coming Fund I,4.5352584134615457,HYoHY
CSM Partners,Cost of Goods Sold,2012-01-01,2012,1,Month,Up and Coming Fund I,21.073759309528789,YoY
CSM Partners,Cost of Goods Sold,2011-10-01,2011,10,Month,Up and Coming Fund I,7.9727584134615466,MoM
CSM Partners,Cost of Goods Sold,2011-10-01,2011,10,Month,Up and Coming Fund I,7.9727584134615466,QoQ
CSM Partners,Cost of Goods Sold,2011-10-01,2011,10,Month,Up and Coming Fund I,10.749256926949828,HYoHY
CSM Partners,Cost of Goods Sold,2011-10-01,2011,10,Month,Up and Coming Fund I,26.340761419892,YoY
CSM Partners,Cost of Goods Sold,2012-02-01,2012,2,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2012-02-01,2012,2,Month,Up and Coming Fund I,-3.1836734103214583,QoQ
CSM Partners,Cost of Goods Sold,2012-02-01,2012,2,Month,Up and Coming Fund I,4.5352584134615457,HYoHY
CSM Partners,Cost of Goods Sold,2012-02-01,2012,2,Month,Up and Coming Fund I,21.073759309528789,YoY
CSM Partners,Cost of Goods Sold,2011-05-01,2011,5,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2011-05-01,2011,5,Month,Up and Coming Fund I,12.917331384422626,QoQ
CSM Partners,Cost of Goods Sold,2011-05-01,2011,5,Month,Up and Coming Fund I,14.078202351485139,HYoHY
CSM Partners,Cost of Goods Sold,2011-05-01,2011,5,Month,Up and Coming Fund I,-14.228439251348215,YoY
CSM Partners,Cost of Goods Sold,2011-04-01,2011,4,Month,Up and Coming Fund I,12.917331384422626,MoM
CSM Partners,Cost of Goods Sold,2011-04-01,2011,4,Month,Up and Coming Fund I,12.917331384422626,QoQ
CSM Partners,Cost of Goods Sold,2011-04-01,2011,4,Month,Up and Coming Fund I,14.078202351485139,HYoHY
CSM Partners,Cost of Goods Sold,2011-04-01,2011,4,Month,Up and Coming Fund I,-14.228439251348215,YoY
CSM Partners,Cost of Goods Sold,2011-11-01,2011,11,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2011-11-01,2011,11,Month,Up and Coming Fund I,7.9727584134615466,QoQ
CSM Partners,Cost of Goods Sold,2011-11-01,2011,11,Month,Up and Coming Fund I,10.749256926949828,HYoHY
CSM Partners,Cost of Goods Sold,2011-11-01,2011,11,Month,Up and Coming Fund I,26.340761419892,YoY
CSM Partners,Cost of Goods Sold,2010-08-01,2010,8,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2010-08-01,2010,8,Month,Up and Coming Fund I,-26.132848683514865,QoQ
CSM Partners,Cost of Goods Sold,2010-08-01,2010,8,Month,Up and Coming Fund I,-35.363252371038641,HYoHY
CSM Partners,Cost of Goods Sold,2016-06-01,2016,6,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2016-06-01,2016,6,Month,Up and Coming Fund I,-42.259554050284528,QoQ
CSM Partners,Cost of Goods Sold,2016-06-01,2016,6,Month,Up and Coming Fund I,-16.521428571428569,HYoHY
CSM Partners,Cost of Goods Sold,2016-06-01,2016,6,Month,Up and Coming Fund I,-50.940764467731015,YoY
CSM Partners,Revenue,2010-03-01,2010,3,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2016-09-01,2016,9,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2016-09-01,2016,9,Month,Up and Coming Fund I,-57.40756395995551,QoQ
CSM Partners,Cost of Goods Sold,2016-09-01,2016,9,Month,Up and Coming Fund I,-75.406937489630991,HYoHY
CSM Partners,Cost of Goods Sold,2016-09-01,2016,9,Month,Up and Coming Fund I,-79.730065291538082,YoY
CSM Partners,Cost of Goods Sold,2014-03-01,2014,3,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2014-03-01,2014,3,Month,Up and Coming Fund I,-3.4683794466403164,QoQ
CSM Partners,Cost of Goods Sold,2014-03-01,2014,3,Month,Up and Coming Fund I,-2.339298210536839,HYoHY
CSM Partners,Cost of Goods Sold,2014-03-01,2014,3,Month,Up and Coming Fund I,-6.0673076923076916,YoY
CSM Partners,Cost of Goods Sold,2014-02-01,2014,2,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2014-02-01,2014,2,Month,Up and Coming Fund I,-3.4683794466403164,QoQ
CSM Partners,Cost of Goods Sold,2014-02-01,2014,2,Month,Up and Coming Fund I,-2.339298210536839,HYoHY
CSM Partners,Cost of Goods Sold,2014-02-01,2014,2,Month,Up and Coming Fund I,-6.0673076923076916,YoY
CSM Partners,Cost of Goods Sold,2014-11-01,2014,11,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2014-11-01,2014,11,Month,Up and Coming Fund I,24.492557510148849,QoQ
CSM Partners,Cost of Goods Sold,2014-11-01,2014,11,Month,Up and Coming Fund I,49.193221438417254,HYoHY
CSM Partners,Cost of Goods Sold,2014-11-01,2014,11,Month,Up and Coming Fund I,81.818181818181827,YoY
CSM Partners,Cost of Goods Sold,2014-07-01,2014,7,Month,Up and Coming Fund I,19.841076785859077,MoM
CSM Partners,Cost of Goods Sold,2014-07-01,2014,7,Month,Up and Coming Fund I,19.841076785859077,QoQ
CSM Partners,Cost of Goods Sold,2014-07-01,2014,7,Month,Up and Coming Fund I,51.294912478247525,HYoHY
CSM Partners,Cost of Goods Sold,2014-07-01,2014,7,Month,Up and Coming Fund I,47.7556732980106,YoY
CSM Partners,Cost of Goods Sold,2014-10-01,2014,10,Month,Up and Coming Fund I,24.492557510148849,MoM
CSM Partners,Cost of Goods Sold,2014-10-01,2014,10,Month,Up and Coming Fund I,24.492557510148849,QoQ
CSM Partners,Cost of Goods Sold,2014-10-01,2014,10,Month,Up and Coming Fund I,49.193221438417254,HYoHY
CSM Partners,Cost of Goods Sold,2014-10-01,2014,10,Month,Up and Coming Fund I,81.818181818181827,YoY
CSM Partners,Cost of Goods Sold,2014-06-01,2014,6,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2014-06-01,2014,6,Month,Up and Coming Fund I,26.246289282423994,QoQ
CSM Partners,Cost of Goods Sold,2014-06-01,2014,6,Month,Up and Coming Fund I,21.867588932806324,HYoHY
CSM Partners,Cost of Goods Sold,2014-06-01,2014,6,Month,Up and Coming Fund I,4.3665905052043668,YoY
CSM Partners,Cost of Goods Sold,2014-12-01,2014,12,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2014-12-01,2014,12,Month,Up and Coming Fund I,24.492557510148849,QoQ
CSM Partners,Cost of Goods Sold,2014-12-01,2014,12,Month,Up and Coming Fund I,49.193221438417254,HYoHY
CSM Partners,Cost of Goods Sold,2014-12-01,2014,12,Month,Up and Coming Fund I,81.818181818181827,YoY
CSM Partners,Cost of Goods Sold,2014-09-01,2014,9,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2014-09-01,2014,9,Month,Up and Coming Fund I,19.841076785859077,QoQ
CSM Partners,Cost of Goods Sold,2014-09-01,2014,9,Month,Up and Coming Fund I,51.294912478247525,HYoHY
CSM Partners,Cost of Goods Sold,2014-09-01,2014,9,Month,Up and Coming Fund I,47.7556732980106,YoY
CSM Partners,Cost of Goods Sold,2014-08-01,2014,8,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2014-08-01,2014,8,Month,Up and Coming Fund I,19.841076785859077,QoQ
CSM Partners,Cost of Goods Sold,2014-08-01,2014,8,Month,Up and Coming Fund I,51.294912478247525,HYoHY
CSM Partners,Cost of Goods Sold,2014-08-01,2014,8,Month,Up and Coming Fund I,47.7556732980106,YoY
CSM Partners,Cost of Goods Sold,2016-03-01,2016,3,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2016-03-01,2016,3,Month,Up and Coming Fund I,44.575557142857136,QoQ
CSM Partners,Cost of Goods Sold,2016-03-01,2016,3,Month,Up and Coming Fund I,-17.578647637252811,HYoHY
CSM Partners,Cost of Goods Sold,2016-03-01,2016,3,Month,Up and Coming Fund I,-15.672065694584452,YoY
CSM Partners,Cost of Goods Sold,2015-09-01,2015,9,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2015-09-01,2015,9,Month,Up and Coming Fund I,3.0862892078944792,QoQ
CSM Partners,Cost of Goods Sold,2015-09-01,2015,9,Month,Up and Coming Fund I,2.3132136127507881,HYoHY
CSM Partners,Cost of Goods Sold,2015-09-01,2015,9,Month,Up and Coming Fund I,13.286280600319838,YoY
CSM Partners,Cost of Goods Sold,2015-11-01,2015,11,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2015-11-01,2015,11,Month,Up and Coming Fund I,-42.990811177503893,QoQ
CSM Partners,Cost of Goods Sold,2015-11-01,2015,11,Month,Up and Coming Fund I,-41.231342735367008,HYoHY
CSM Partners,Cost of Goods Sold,2015-11-01,2015,11,Month,Up and Coming Fund I,-48.122529644268774,YoY
CSM Partners,Cost of Goods Sold,2015-10-01,2015,10,Month,Up and Coming Fund I,-42.990811177503893,MoM
CSM Partners,Cost of Goods Sold,2015-10-01,2015,10,Month,Up and Coming Fund I,-42.990811177503893,QoQ
CSM Partners,Cost of Goods Sold,2015-10-01,2015,10,Month,Up and Coming Fund I,-41.231342735367008,HYoHY
CSM Partners,Cost of Goods Sold,2015-10-01,2015,10,Month,Up and Coming Fund I,-48.122529644268774,YoY
CSM Partners,Cost of Goods Sold,2015-12-01,2015,12,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2015-12-01,2015,12,Month,Up and Coming Fund I,-42.990811177503893,QoQ
CSM Partners,Cost of Goods Sold,2015-12-01,2015,12,Month,Up and Coming Fund I,-41.231342735367008,HYoHY
CSM Partners,Cost of Goods Sold,2015-12-01,2015,12,Month,Up and Coming Fund I,-48.122529644268774,YoY
CSM Partners,Cost of Goods Sold,2016-05-01,2016,5,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2016-05-01,2016,5,Month,Up and Coming Fund I,-42.259554050284528,QoQ
CSM Partners,Cost of Goods Sold,2016-05-01,2016,5,Month,Up and Coming Fund I,-16.521428571428569,HYoHY
CSM Partners,Cost of Goods Sold,2016-05-01,2016,5,Month,Up and Coming Fund I,-50.940764467731015,YoY
CSM Partners,Cost of Goods Sold,2014-01-01,2014,1,Month,Up and Coming Fund I,-3.4683794466403164,MoM
CSM Partners,Cost of Goods Sold,2014-01-01,2014,1,Month,Up and Coming Fund I,-3.4683794466403164,QoQ
CSM Partners,Cost of Goods Sold,2014-01-01,2014,1,Month,Up and Coming Fund I,-2.339298210536839,HYoHY
CSM Partners,Cost of Goods Sold,2014-01-01,2014,1,Month,Up and Coming Fund I,-6.0673076923076916,YoY
CSM Partners,Cost of Goods Sold,2014-05-01,2014,5,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2014-05-01,2014,5,Month,Up and Coming Fund I,26.246289282423994,QoQ
CSM Partners,Cost of Goods Sold,2014-05-01,2014,5,Month,Up and Coming Fund I,21.867588932806324,HYoHY
CSM Partners,Cost of Goods Sold,2014-05-01,2014,5,Month,Up and Coming Fund I,4.3665905052043668,YoY
CSM Partners,Cost of Goods Sold,2016-12-01,2016,12,Month,Up and Coming Fund I,0.0,MoM
CSM Partners,Cost of Goods Sold,2016-12-01,2016,12,Month,Up and Coming Fund I,-68.781251393694134,QoQ
CSM Partners,Cost of Goods Sold,2016-12-01,2016,12,Month,Up and Coming Fund I,-86.703174467356888,HYoHY
CSM Partners,Cost of Goods Sold,2016-12-01,2016,12,Month,Up and Coming Fund I,-88.9,YoY
